class,cbo,wmc,rfc,lcom,loc
org.springframework.jms.connection.DelegatingConnectionFactory,13,26,7,116,96
org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolverTests,35,28,47,0,378
org.springframework.web.reactive.result.view.ViewResolutionResultHandler,32,57,116,112,187
org.springframework.web.socket.config.annotation.AbstractWebSocketHandlerRegistration,15,27,27,33,102
org.springframework.transaction.TxNamespaceHandlerTests,11,5,20,0,40
org.springframework.context.event.EventListenerMethodProcessor,18,30,38,5,111
org.springframework.http.server.reactive.UndertowServerHttpRequest,18,14,22,0,105
org.springframework.core.LocalVariableTableParameterNameDiscovererTests,6,16,13,10,216
org.springframework.web.reactive.socket.adapter.AbstractListenerWebSocketSession,19,27,22,99,171
org.springframework.mock.web.MockServletConfig,4,10,5,18,35
org.springframework.core.SimpleAliasRegistryTests,2,5,13,0,51
org.springframework.web.socket.sockjs.client.DefaultTransportRequest,14,21,12,83,137
org.springframework.web.reactive.result.method.annotation.RequestBodyMethodArgumentResolver,8,4,5,3,13
org.springframework.aop.aspectj.autoproxy.benchmark.TraceBeforeAdvice,5,2,0,1,14
org.springframework.web.servlet.handler.CorsAbstractHandlerMappingTests,15,14,28,91,166
org.springframework.aop.target.AbstractLazyCreationTargetSource,4,9,4,9,23
org.springframework.r2dbc.core.NamedParameterUtilsUnitTests,12,27,30,321,258
org.springframework.core.env.MapPropertySource,2,4,4,6,14
org.springframework.context.testfixture.jndi.SimpleNamingContextBuilder,4,17,19,0,72
org.springframework.core.codec.NettyByteBufDecoder,11,5,11,3,22
org.springframework.test.web.client.MockRestServiceServer,10,10,10,25,93
org.springframework.web.reactive.socket.server.support.WebSocketUpgradeHandlerPredicateTests,6,3,18,0,29
org.springframework.test.util.subpackage.Component,4,11,2,10,39
org.springframework.beans.factory.xml.FixedMethodReplacer,1,1,0,0,6
org.springframework.asm.AnnotationWriter,16,64,22,0,245
org.springframework.jms.config.JmsListenerEndpointRegistrarTests,8,7,24,0,46
org.springframework.web.socket.server.standard.SpringConfigurator,7,15,24,1,59
org.springframework.orm.jpa.hibernate.beans.TestBean,3,5,0,6,20
org.springframework.test.context.support.BootstrapTestUtilsContextInitializerTests,15,7,5,21,51
org.springframework.web.socket.sockjs.transport.handler.DefaultSockJsServiceTests,22,16,46,0,186
org.springframework.http.client.BufferingClientHttpRequestFactory,6,4,2,3,17
org.springframework.web.reactive.result.view.freemarker.FreeMarkerConfigurer,9,7,4,4,21
org.springframework.web.socket.sockjs.client.SockJsUrlInfoTests,5,4,13,6,23
org.springframework.context.generator.ApplicationContextAotGenerator,18,18,45,28,78
org.springframework.expression.spel.SpelUtilities,4,5,13,1,19
org.springframework.messaging.handler.invocation.reactive.ReturnValueHandlerConfigurer,1,2,3,0,10
org.springframework.mail.MailException,2,2,0,1,8
org.springframework.mock.http.MockHttpOutputMessage,4,5,3,4,20
org.springframework.jmx.export.naming.KeyNamingStrategyTests,3,4,0,4,15
org.springframework.test.context.cache.ClassLevelDirtiesContextTests,15,5,9,0,104
org.springframework.context.testfixture.cache.AbstractCacheAnnotationTests,11,104,99,2163,572
org.springframework.web.context.request.ServletRequestAttributesTests,7,16,25,48,107
org.springframework.web.util.DefaultUriBuilderFactory,7,14,7,66,192
org.springframework.jdbc.support.lob.DefaultLobHandler,7,15,17,4,217
org.springframework.messaging.handler.annotation.reactive.ContinuationHandlerMethodArgumentResolver,4,2,4,1,8
org.springframework.web.servlet.handler.HandlerMappingTests,11,3,16,3,32
org.springframework.jms.config.MessageListenerTestContainer,8,24,7,136,87
org.springframework.core.style.ToStringCreatorTests,6,9,12,24,76
org.springframework.r2dbc.core.DefaultDatabaseClient,23,16,27,60,306
org.springframework.beans.factory.xml.SimpleConstructorNamespaceHandlerTests,8,9,14,36,56
org.springframework.context.event.GenericApplicationListenerAdapterTests,17,18,17,153,79
org.springframework.messaging.handler.invocation.AbstractMethodMessageHandler,26,97,123,631,383
org.springframework.context.support.AbstractMessageSource,8,46,27,110,149
org.springframework.jdbc.core.SimpleRowCountCallbackHandler,1,2,0,0,9
org.springframework.expression.spel.support.DataBindingMethodResolver,6,8,5,6,21
org.springframework.jdbc.datasource.init.ScriptUtils,10,81,49,75,270
org.springframework.beans.testfixture.beans.factory.generator.factory.NumberHolderFactoryBean,3,3,0,1,12
org.springframework.scheduling.quartz.SchedulerFactoryBean,25,94,56,473,340
org.springframework.context.groovy.Bean6,1,1,0,0,6
org.springframework.context.groovy.Bean3,1,7,0,3,27
org.springframework.context.groovy.Bean2,2,12,0,54,44
org.springframework.context.groovy.Bean5,1,1,0,0,6
org.springframework.context.groovy.Bean4,1,4,0,0,14
org.springframework.context.testfixture.cache.AbstractValueAdaptingCacheTests,4,2,6,1,9
org.springframework.r2dbc.core.ParsedSql,1,12,3,50,45
org.springframework.jdbc.datasource.lookup.BeanFactoryDataSourceLookupTests,6,3,15,0,23
org.springframework.messaging.core.MessageReceivingTemplateTests,10,9,17,0,75
org.springframework.beans.support.ProtectedBaseBean,0,2,0,0,9
org.springframework.jmx.export.annotation.AnnotationTestBean,8,13,0,66,45
org.springframework.beans.factory.xml.SimpleConstructorArgBean,0,5,0,6,18
org.springframework.jdbc.core.JdbcTemplateQueryTests,7,30,48,0,299
org.springframework.aot.hint.TypeHintTests,6,11,38,55,89
org.springframework.test.web.servlet.samples.client.standalone.MultipartControllerTests,8,12,20,0,168
org.springframework.core.type.AnnotationMetadataTests,34,26,81,276,336
org.springframework.web.reactive.function.client.DefaultClientResponseTests,24,19,64,0,234
org.springframework.jdbc.JdbcUpdateAffectedIncorrectNumberOfRowsException,2,5,1,2,18
org.springframework.scheduling.config.ScheduledTasksBeanDefinitionParser,10,27,32,36,105
org.springframework.context.PayloadApplicationEvent,5,5,4,0,19
org.springframework.web.servlet.resource.PathResourceResolver,11,49,49,102,150
org.springframework.test.web.reactive.server.DefaultControllerSpecTests,12,5,22,10,53
org.springframework.jdbc.support.DatabaseStartupValidatorTests,4,8,21,0,60
org.springframework.cache.jcache.interceptor.CachePutOperationTests,8,7,18,21,39
org.springframework.web.reactive.socket.server.support.HandshakeWebSocketService,16,36,52,102,142
org.springframework.web.reactive.socket.adapter.JettyWebSocketSession,14,15,22,34,65
org.springframework.web.servlet.resource.ResourceUrlProviderExposingInterceptor,5,3,4,0,17
org.springframework.http.converter.json.AbstractJackson2HttpMessageConverter,26,86,84,305,271
org.springframework.beans.ConcurrentBeanWrapperTests,7,11,28,3,84
org.springframework.core.type.filter.AbstractTypeHierarchyTraversingFilter,7,23,16,19,79
org.springframework.aot.hint.ClassProxyHint,3,10,9,0,51
org.springframework.test.context.junit4.StandardJUnit4FeaturesTests,4,10,6,28,31
org.springframework.web.servlet.mvc.method.annotation.AsyncTaskMethodReturnValueHandler,7,5,6,1,20
org.springframework.web.context.support.WebApplicationContextUtils,26,40,30,55,189
org.springframework.beans.propertyeditors.URLEditorTests,2,7,16,21,48
org.springframework.beans.testfixture.beans.NumberTestBean,0,24,0,252,86
org.springframework.web.filter.CorsFilter,9,5,5,0,20
org.springframework.web.servlet.tags.form.TagWriter,5,25,16,23,126
org.springframework.scheduling.quartz.SchedulerAccessor,20,57,34,88,170
org.springframework.web.server.adapter.DefaultServerWebExchangeCheckNotModifiedTests,5,22,37,149,182
org.springframework.messaging.core.GenericMessagingTemplate,14,33,31,77,178
org.springframework.web.testfixture.servlet.MockJspWriter,6,35,26,411,106
org.springframework.web.reactive.result.method.annotation.ControllerInputIntegrationTests,8,4,7,6,34
org.springframework.web.reactive.result.view.DefaultRendering,5,8,2,0,28
org.springframework.aop.aspectj.BeanNamePointcutTests,9,7,16,0,78
org.springframework.jdbc.datasource.init.HsqlDatabasePopulatorTests,2,1,0,0,5
org.springframework.web.servlet.support.RequestDataValueProcessorWrapper,2,9,4,0,18
org.springframework.messaging.handler.annotation.reactive.MessageMappingMessageHandler,36,40,50,248,140
org.springframework.web.servlet.handler.MappedInterceptor,12,29,13,0,123
org.springframework.aop.aspectj.TopsyTurvyTargetImpl,1,2,0,0,9
org.springframework.jmx.export.metadata.ManagedAttribute,3,6,0,9,24
org.springframework.format.datetime.standard.TemporalAccessorPrinter,2,2,2,0,9
org.springframework.context.testfixture.cache.CacheTestUtils,4,6,9,3,24
org.springframework.jdbc.core.test.AbstractPerson,0,6,0,9,23
org.springframework.test.web.servlet.setup.SharedHttpSessionConfigurer,9,4,4,1,18
org.springframework.web.servlet.function.DefaultServerResponseBuilder,19,28,29,0,112
org.springframework.web.servlet.config.MvcNamespaceTests,99,34,121,0,679
org.springframework.beans.factory.annotation.AnnotationBeanWiringInfoResolverTests,6,5,12,10,35
org.springframework.test.context.jdbc.MultipleDataSourcesAndTransactionManagersSqlScriptsTests,8,3,7,3,31
org.springframework.core.type.filter.RegexPatternTypeFilter,3,2,4,0,10
org.springframework.jdbc.object.MappingSqlQueryWithParameters,5,4,0,6,22
org.springframework.http.codec.protobuf.ProtobufEncoder,13,9,19,15,40
org.springframework.test.context.jdbc.MergedSqlConfig,9,37,28,115,129
org.springframework.beans.propertyeditors.CharsetEditor,0,4,5,1,14
org.springframework.test.context.junit.jupiter.web.MultipleWebRequestsSpringExtensionTests,6,3,13,0,12
org.springframework.web.servlet.config.TestPathMatcher,1,0,0,0,2
org.springframework.beans.factory.config.ListFactoryBean,3,11,10,2,45
org.springframework.jms.core.support.JmsGatewaySupportTests,5,2,11,1,31
org.springframework.jdbc.core.support.LobSupportTests,9,6,21,15,64
org.springframework.context.annotation.ImportSelectorTests,35,9,44,34,307
org.springframework.test.context.testng.TestNGTestSuite,3,0,0,0,2
org.springframework.core.convert.support.ArrayToObjectConverter,6,7,8,0,25
org.springframework.util.StopWatch,3,36,25,185,160
org.springframework.test.context.junit.jupiter.event.PublishedEventsExtension,5,2,3,1,8
org.springframework.format.datetime.DateFormatter,4,41,22,88,133
org.springframework.web.util.pattern.LiteralPathElement,6,18,10,0,73
org.springframework.transaction.interceptor.TransactionAttributeSourcePointcut,6,10,7,15,34
org.springframework.scheduling.annotation.AsyncResultTests,4,4,15,6,56
org.springframework.context.index.processor.Metadata,4,5,17,3,15
org.springframework.aot.hint.JavaSerializationHints,2,4,4,0,16
org.springframework.jdbc.core.SqlRowSetResultSetExtractor,4,5,5,3,22
org.springframework.test.context.transaction.TestContextTransactionUtils,13,18,23,0,96
org.springframework.context.support.Spr7283Tests,5,1,7,0,19
org.springframework.transaction.interceptor.MethodMapTransactionAttributeSource,10,32,30,40,113
org.springframework.scripting.groovy.MyBytecodeProcessor,2,1,1,0,7
org.springframework.cache.jcache.interceptor.DefaultCacheMethodDetails,2,6,7,0,32
org.springframework.transaction.reactive.ReactiveTestTransactionManager,6,13,4,4,50
org.springframework.web.socket.sockjs.transport.session.AbstractSockJsSessionTests,7,6,9,13,28
org.springframework.jms.connection.SynchedLocalTransactionFailedException,2,1,0,0,5
org.springframework.jmx.support.MBeanServerConnectionFactoryBeanTests,4,6,22,0,60
org.springframework.web.socket.messaging.WebSocketStompClientIntegrationTests,17,6,22,0,108
org.springframework.web.socket.BinaryMessage,2,7,4,21,23
org.springframework.web.reactive.result.method.annotation.CrossOriginAnnotationIntegrationTests,14,21,30,0,235
org.springframework.cache.caffeine.CaffeineCacheManager,9,26,23,110,81
org.springframework.web.socket.messaging.WebSocketStompClient,20,23,24,122,247
org.springframework.jms.config.AbstractJmsListenerContainerFactory,16,33,20,123,117
org.springframework.aop.framework.autoproxy.PackageVisibleMethod,0,1,0,0,4
org.springframework.util.comparator.ComparableComparatorTests,2,3,6,1,14
org.springframework.context.annotation.spr10546.ParentWithParentConfig,2,0,0,0,2
org.springframework.messaging.handler.invocation.reactive.MethodMessageHandlerTests,15,8,29,21,127
org.springframework.core.LocalVariableTableParameterNameDiscoverer,9,12,13,4,139
org.springframework.web.servlet.mvc.method.annotation.ServletRequestMethodArgumentResolver,16,36,30,4,92
org.springframework.util.ExceptionTypeFilterTests,2,1,4,0,7
org.springframework.context.event.ApplicationContextEvent,2,2,1,1,8
org.springframework.aot.generator.GeneratedTypeTests,5,10,23,30,57
org.springframework.core.io.VfsUtils,2,25,11,116,121
org.springframework.context.annotation.role.ComponentWithRole,3,0,0,0,2
org.springframework.r2dbc.core.DefaultDatabaseClientUnitTests,30,26,74,9,186
org.springframework.context.annotation.Spr15042Tests,3,1,0,0,21
org.springframework.context.index.sample.SampleMetaController,1,0,0,0,2
org.springframework.web.bind.WebDataBinder,6,40,37,91,119
org.springframework.web.method.annotation.ModelMethodProcessorTests,10,6,13,0,35
org.springframework.core.codec.NettyByteBufEncoderTests,6,3,12,3,17
org.springframework.expression.spel.StandardTypeComparatorTests,4,6,8,15,83
org.springframework.web.method.annotation.MapMethodProcessor,8,8,8,6,20
org.springframework.web.reactive.result.condition.RequestConditionHolder,5,20,8,0,60
test.mixin.LockMixin,5,6,5,0,18
org.springframework.context.annotation.ContextAnnotationAutowireCandidateResolver,10,13,17,3,72
org.springframework.aot.test.generator.compile.TestCompiler,13,17,28,6,87
org.springframework.jdbc.core.BeanPropertyRowMapperTests,15,12,23,66,72
org.springframework.test.context.web.BasicGroovyWacTests,3,1,2,0,5
org.springframework.context.testfixture.cache.beans.AnnotatedClassCacheableService,6,34,5,349,106
org.springframework.test.context.env.repeatable.AbstractRepeatableTestPropertySourceTests,5,1,4,0,8
org.springframework.jmx.export.annotation.AnnotationTestBeanFactory,3,4,1,4,15
org.springframework.web.reactive.result.view.freemarker.FreeMarkerConfigurerTests,9,4,16,0,47
org.springframework.jdbc.datasource.SimpleConnectionHandle,1,3,1,0,13
org.springframework.web.testfixture.servlet.MockAsyncContext,13,21,12,68,82
org.springframework.http.client.AbstractBufferingClientHttpRequest,5,4,4,0,16
org.springframework.aot.test.generator.compile.DynamicClassFileObjectTests,2,3,9,3,17
org.springframework.aop.framework.autoproxy.target.LazyInitTargetSourceCreator,7,4,3,1,14
org.springframework.core.env.MissingRequiredPropertiesException,1,3,2,1,12
org.springframework.web.servlet.handler.AbstractHandlerMethodMapping,13,72,101,360,417
org.springframework.test.web.servlet.samples.standalone.resultmatchers.ModelAssertionTests,6,6,23,0,42
org.springframework.web.method.annotation.ModelMethodProcessor,9,7,8,6,23
org.springframework.beans.factory.support.BeanDefinitionTests,5,15,23,21,144
org.springframework.transaction.TransactionException,1,2,0,1,8
org.springframework.web.servlet.tags.UrlTagTests,8,37,26,0,377
org.springframework.jmx.export.annotation.AnnotationMetadataAssemblerTests,8,10,21,45,53
org.springframework.beans.factory.xml.support.CustomNamespaceHandlerTests,21,12,35,0,91
org.springframework.util.xml.AbstractStaxXMLReader,11,28,19,52,115
org.springframework.expression.spel.testresources.RecordPerson,1,4,0,0,17
org.springframework.instrument.classloading.jboss.JBossLoadTimeWeaver,4,12,12,4,57
org.springframework.jdbc.support.xml.Jdbc4SqlXmlHandler,9,23,7,78,104
org.springframework.cache.jcache.interceptor.CacheResultInterceptor,14,23,31,28,89
org.springframework.orm.jpa.JpaTransactionManagerTests,15,24,42,0,582
org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor,31,93,83,195,527
org.springframework.context.annotation.configuration.spr9031.scanpackage.Spr9031Component,1,0,0,0,2
org.springframework.mail.javamail.JavaMailSenderImpl,18,61,38,419,232
org.springframework.aot.test.generator.compile.DynamicClassLoader,11,15,24,4,103
org.springframework.beans.factory.support.PropertiesBeanDefinitionReader,14,53,50,110,212
org.springframework.web.context.support.SpringBeanAutowiringSupportTests,7,1,10,0,22
org.springframework.validation.DefaultMessageCodesResolverTests,3,11,6,0,53
org.springframework.aop.interceptor.CustomizableTraceInterceptorTests,5,11,25,55,73
org.springframework.util.ResizableByteArrayOutputStreamTests,5,8,11,0,42
org.springframework.r2dbc.connection.init.ResourceDatabasePopulator,8,19,15,79,82
org.springframework.context.event.AnnotationDrivenEventListenerTests,54,43,59,0,665
org.springframework.mail.javamail.ConfigurableMimeFileTypeMap,7,12,6,11,48
org.springframework.context.support.ConversionServiceFactoryBean,7,6,2,11,23
org.springframework.test.web.servlet.samples.context.WebAppResourceTests,11,3,15,0,13
org.springframework.test.context.event.PrepareTestInstanceEvent,2,1,0,0,5
org.springframework.test.context.junit4.profile.annotation.DevProfileResolverAnnotationConfigTests,4,1,0,0,5
org.springframework.format.datetime.standard.DateTimeFormatterUtils,0,1,3,0,6
org.springframework.messaging.simp.stomp.ConnectionLostException,0,1,0,0,5
org.springframework.web.servlet.config.TestHandlerMethodArgumentResolver,5,2,0,1,8
org.springframework.beans.factory.support.SimpleAutowireCandidateResolver,6,6,3,15,21
org.springframework.cache.concurrent.ConcurrentMapCacheTests,6,10,22,12,49
org.springframework.http.codec.json.Jackson2JsonEncoderTests,18,14,33,91,99
org.springframework.jdbc.config.SortedResourcesFactoryBean,6,7,9,0,35
org.springframework.aop.framework.autoproxy.Rollback,1,5,3,3,15
org.springframework.beans.factory.parsing.AliasDefinition,2,5,1,0,24
org.springframework.test.context.junit4.hybrid.HybridContextLoaderTests,6,1,2,0,18
org.springframework.beans.factory.generator.config.InjectedElementAttributesTests,3,8,13,16,38
org.springframework.mock.web.reactive.function.server.MockServerRequest,19,35,8,217,306
org.springframework.web.util.pattern.WildcardPathElement,5,14,7,21,51
org.springframework.jdbc.core.namedparam.BeanPropertySqlParameterSourceTests,4,10,17,45,55
org.springframework.scripting.groovy.GroovyScriptEvaluatorTests,9,8,12,28,56
org.springframework.web.servlet.view.DummyMacroRequestContext,5,21,7,92,62
org.springframework.test.util.XmlExpectationsHelper,6,5,9,6,35
org.springframework.core.annotation.AnnotationsScanner,13,117,55,272,342
org.springframework.core.io.support.EncodedResource,4,19,6,0,62
org.springframework.cache.interceptor.SimpleCacheErrorHandler,3,4,0,6,14
org.springframework.beans.factory.support.BeanDefinitionValueResolver,31,64,68,33,276
org.springframework.test.context.junit4.RollbackOverrideDefaultRollbackTrueRollbackAnnotationTransactionalTests,8,4,8,0,20
org.springframework.aop.aspectj.AspectJAdviceParameterNameDiscovererTests,6,54,25,1176,179
org.springframework.test.context.support.GenericPropertiesContextLoaderTests,3,1,5,0,8
org.springframework.web.testfixture.servlet.MockBodyContent,7,33,10,466,105
org.springframework.context.annotation.ParserStrategyUtils,14,23,18,10,65
org.springframework.validation.AbstractPropertyBindingResult,9,29,22,39,76
org.springframework.orm.jpa.EntityManagerFactoryUtils,36,53,38,43,240
org.springframework.aop.framework.adapter.SimpleBeforeAdviceImpl,1,2,0,0,9
org.springframework.scheduling.quartz.LocalTaskExecutorThreadPool,5,10,6,19,33
org.springframework.util.TypeUtilsTests,1,4,8,6,69
org.springframework.web.servlet.view.InternalResourceView,8,18,20,47,63
org.springframework.aop.aspectj.TypePatternClassFilter,4,11,12,4,35
org.springframework.oxm.xstream.CatchAllConverter,5,3,0,3,11
org.springframework.messaging.handler.invocation.reactive.TestEncoderMethodReturnValueHandler,8,5,5,0,20
org.springframework.transaction.interceptor.BeanFactoryTransactionAttributeSourceAdvisor,6,3,1,1,18
org.springframework.test.context.junit4.rules.ParameterizedSpringRuleTests,17,4,10,0,24
org.springframework.aop.framework.ObjenesisCglibAopProxy,9,8,10,1,31
org.springframework.core.codec.ByteArrayEncoder,10,6,12,6,20
org.springframework.core.convert.support.ObjectToObjectConverter,8,32,27,36,96
org.springframework.test.context.junit4.StandardJUnit4FeaturesSpringRunnerTests,4,0,0,0,2
org.springframework.web.reactive.socket.server.upgrade.ReactorNettyRequestUpgradeStrategyTests,3,1,6,0,9
org.springframework.test.context.support.DelegatingSmartContextLoader,5,5,4,0,27
org.springframework.core.NestedExceptionTests,3,4,14,6,66
org.springframework.beans.testfixture.beans.factory.generator.injection.InjectionComponent,1,2,0,1,10
org.springframework.http.client.OkHttp3ClientHttpRequestFactoryTests,4,2,2,1,9
org.springframework.messaging.simp.config.MessageBrokerRegistry,11,26,10,123,95
org.springframework.test.web.servlet.samples.client.standalone.resultmatches.HeaderAssertionTests,7,22,39,0,104
org.springframework.web.servlet.support.MockServletRegistration,3,16,2,112,54
org.springframework.format.datetime.standard.YearMonthFormatter,1,2,2,1,8
org.springframework.context.support.ReloadableResourceBundleMessageSource,11,77,66,102,339
org.springframework.util.ReflectionUtilsTests,14,25,53,276,248
org.springframework.cache.interceptor.CacheAspectSupport,32,86,80,483,496
org.springframework.web.reactive.result.method.RequestMappingInfo,18,59,62,63,374
org.springframework.cache.concurrent.ConcurrentMapCacheManagerTests,5,6,14,3,90
org.springframework.core.convert.support.ZonedDateTimeToCalendarConverter,1,1,1,0,5
org.springframework.jmx.access.NotificationListenerRegistrar,9,21,15,12,74
org.springframework.test.context.hierarchies.meta.DevConfig,3,1,0,0,5
org.springframework.web.server.NotAcceptableStatusException,5,6,11,0,27
org.springframework.core.SerializableTypeWrapper,11,14,12,10,184
org.springframework.web.servlet.mvc.method.annotation.MatrixVariablesMethodArgumentResolverTests,14,10,23,0,62
org.springframework.mock.http.server.reactive.MockServerHttpResponse,11,14,25,38,59
org.springframework.transaction.interceptor.MapTransactionAttributeSource,2,4,2,0,15
org.springframework.scheduling.support.CronField,7,19,20,58,142
org.springframework.web.multipart.support.DefaultMultipartHttpServletRequest,7,23,27,58,94
org.springframework.web.socket.adapter.jetty.WebSocketToJettyExtensionConfigAdapter,2,1,3,0,6
org.springframework.core.type.CachingMetadataReaderLeakTests,7,2,5,0,21
org.springframework.test.context.support.GenericXmlContextLoaderResourceLocationsTests,15,4,24,3,37
org.springframework.web.servlet.theme.AbstractThemeResolver,1,2,0,0,10
org.springframework.jdbc.datasource.JdbcTransactionObjectSupport,10,23,14,79,80
org.springframework.aop.aspectj.autoproxy.TestMethodInterceptor,2,1,0,0,5
org.springframework.jdbc.core.metadata.TableMetaDataContext,11,51,48,201,200
org.springframework.messaging.simp.annotation.support.SubscriptionMethodReturnValueHandlerTests,26,10,48,11,132
org.springframework.beans.InvalidPropertyException,2,4,1,0,18
org.springframework.expression.spel.support.ReflectiveConstructorExecutor,6,6,8,0,29
org.springframework.messaging.MessageHeaders,6,40,35,71,141
org.springframework.web.server.handler.FilteringWebHandler,6,3,2,0,13
org.springframework.messaging.converter.DefaultContentTypeResolver,4,9,3,0,30
org.springframework.transaction.jta.JtaTransactionManager,26,149,51,1479,522
org.springframework.ui.ModelMap,2,17,10,45,53
org.springframework.web.socket.sockjs.transport.handler.XhrStreamingTransportHandler,12,6,2,10,30
org.springframework.aop.aspectj.annotation.CannotBeUnlocked,1,4,0,6,13
org.springframework.context.conversionservice.TestClient,3,12,0,54,44
org.springframework.web.servlet.tags.form.PasswordInputTagTests,7,9,20,28,56
org.springframework.http.codec.support.ServerCodecConfigurerTests,43,17,56,31,175
org.springframework.beans.factory.generator.BeanRegistrationBeanFactoryContributionTests,40,51,132,991,432
org.springframework.jdbc.core.support.AbstractInterruptibleBatchPreparedStatementSetter,2,4,1,4,13
org.springframework.jdbc.object.StoredProcedure,6,12,15,28,40
org.springframework.messaging.converter.AbstractJsonMessageConverter,8,18,19,55,60
org.springframework.web.testfixture.http.server.reactive.bootstrap.JettyHttpServer,9,10,18,0,59
org.springframework.transaction.interceptor.TransactionAttributeEditorTests,8,10,24,0,101
org.springframework.web.servlet.view.ContentNegotiatingViewResolverTests,22,20,42,0,316
org.springframework.web.method.annotation.RequestHeaderMethodArgumentResolverTests,19,22,28,0,160
org.springframework.http.converter.xml.Jaxb2CollectionHttpMessageConverterTests,10,10,24,0,141
org.springframework.context.annotation.ClassPathScanningCandidateComponentProvider,28,68,54,279,252
org.springframework.context.weaving.AspectJWeavingEnabler,11,7,3,2,40
org.springframework.web.servlet.handler.AbstractUrlHandlerMapping,14,75,70,168,266
org.springframework.asm.RecordComponentVisitor,4,18,4,0,39
org.springframework.beans.factory.config.PlaceholderConfigurerSupport,12,13,9,32,54
org.springframework.web.context.support.SpringBeanAutowiringSupport,7,5,12,3,27
org.springframework.http.server.reactive.TomcatHttpHandlerAdapter,9,3,4,3,140
org.springframework.test.context.support.FinalConfigInnerClassTestCase,0,0,0,0,4
org.springframework.test.context.env.repeatable.LocalInlinedPropertyAndMetaInlinedPropertyTests,4,1,1,0,6
org.springframework.beans.factory.xml.XmlBeanCollectionTests,14,82,55,0,307
org.springframework.r2dbc.connection.lookup.BeanFactoryConnectionFactoryLookup,6,6,4,0,21
org.springframework.beans.factory.xml.NestedBeansElementAttributeRecursionTests,8,10,17,45,91
org.springframework.web.reactive.config.DelegatingWebFluxConfigurationIntegrationTests,15,19,21,0,118
org.springframework.context.groovy.Bean1FactoryWithArgs,2,1,1,0,7
org.springframework.expression.spel.ast.Projection,10,23,28,8,91
org.springframework.web.socket.sockjs.transport.handler.AbstractHttpSendingTransportHandler,16,16,36,15,55
org.springframework.web.reactive.result.view.RequestContextTests,5,4,8,0,27
org.springframework.beans.factory.xml.MailSession,1,4,2,0,16
org.springframework.jdbc.core.JdbcTemplateTests,35,78,94,0,747
org.springframework.transaction.reactive.TransactionContextHolder,2,6,3,0,27
org.springframework.web.reactive.result.method.annotation.HttpEntityMethodArgumentResolver,13,5,14,6,15
org.springframework.test.context.junit4.annotation.meta.LocalDevConfig,3,1,0,0,5
org.springframework.web.servlet.view.xslt.XsltView,11,57,56,250,206
org.springframework.messaging.protobuf.OuterSample,5,4,1,3,29
org.springframework.scheduling.support.CompositeCronField,5,14,7,0,44
org.springframework.messaging.core.MessageRequestReplyTemplateTests,7,10,14,0,106
org.springframework.aop.aspectj.ThisAndTargetSelectionOnlyPointcutsTests,5,8,8,0,56
org.springframework.web.bind.support.SimpleSessionStatus,1,2,0,0,9
org.springframework.test.context.junit4.annotation.BeanOverridingDefaultConfigClassesInheritedTests,3,1,5,0,15
org.springframework.expression.spel.support.ReflectiveMethodResolver,14,48,34,13,157
org.springframework.web.reactive.result.method.annotation.CookieValueMethodArgumentResolver,12,8,10,10,31
org.springframework.jmx.export.LazyInitMBeanTests,2,1,10,0,16
org.springframework.util.xml.XMLEventStreamWriter,2,38,44,0,156
org.springframework.mock.web.PassThroughFilterChain,6,4,4,0,24
org.springframework.r2dbc.core.H2TransactionalDatabaseClientIntegrationTests,2,2,1,1,9
org.springframework.core.annotation.MissingMergedAnnotationTests,8,46,53,0,147
org.springframework.web.servlet.resource.ContentBasedVersionStrategyTests,6,5,14,0,26
org.springframework.context.index.CandidateComponentsIndexLoaderTests,4,8,17,28,42
org.springframework.aop.support.DefaultBeanFactoryPointcutAdvisor,4,4,4,1,12
org.springframework.http.MediaTypeTests,5,78,35,561,345
org.springframework.jmx.export.notification.ModelMBeanNotificationPublisher,3,7,7,0,33
org.springframework.context.event.test.EventCollector,5,10,16,0,36
org.springframework.http.codec.ResourceHttpMessageWriterTests,11,7,30,0,49
org.springframework.test.context.junit4.spr9051.LifecycleBean,1,4,0,2,16
org.springframework.messaging.converter.AbstractMessageConverter,13,46,44,254,131
org.springframework.context.support.AbstractRefreshableApplicationContext,8,21,13,32,70
org.springframework.web.method.annotation.RequestParamMethodArgumentResolver,23,43,33,39,135
org.springframework.context.annotation.componentscan.importing.ImportingConfig,3,0,0,0,2
org.springframework.transaction.interceptor.RuleBasedTransactionAttribute,5,17,7,0,52
org.springframework.util.xml.SimpleNamespaceContext,3,25,23,17,86
org.springframework.mock.web.MockServletContext,21,107,52,2857,377
org.springframework.context.annotation.Spr12636Tests,9,4,7,0,43
org.springframework.transaction.annotation.EnableTransactionManagementTests,25,13,25,78,274
org.springframework.jdbc.datasource.init.ResourceDatabasePopulator,7,19,12,70,76
org.springframework.transaction.TransactionUsageException,1,2,0,1,8
org.springframework.test.context.junit.jupiter.parallel.ParallelExecutionSpringExtensionTests,5,1,13,0,21
org.springframework.web.reactive.function.server.PathResourceLookupFunctionTests,7,7,15,6,62
org.springframework.web.bind.ServletRequestParameterPropertyValues,3,4,1,3,12
